date,anomaly_model_name,anomaly_score,anomaly_direction,anomaly_interpretation,anomaly_above_reference_quantile,top_contributing_feature,environmental_regime,regime_PC1,regime_PC2,climate_sar_change_robust_raw,climate_sar_change_robust_percentile,climate_sar_change_isolation_raw,climate_sar_change_isolation_percentile,climate_sar_change_pca_raw,climate_sar_change_pca_percentile
2019-12-01,climate_sar_change,0.5283018867924528,below_reference,unusual environmental state,False,temp_anomaly,1,-1.0372885943818118,1.428563905707588,1.4224345533507599,0.5188679245283019,-0.0714050920889534,0.5377358490566038,0.07035443604490645,0.5283018867924528
2020-01-01,climate_sar_change,0.4842767295597484,above_reference,unusual environmental state,False,precip_7d_adjusted,1,-0.8549615287506591,3.0049648187616977,1.7536142021927292,0.6886792452830188,-0.06385794707142284,0.6037735849056604,0.014737720115964963,0.16037735849056603
2020-02-01,climate_sar_change,0.11635220125786162,below_reference,unusual environmental state,False,temp_anomaly,1,-0.2031731473987641,-0.512452739850522,0.3611901981778897,0.018867924528301886,-0.14038840420637294,0.02830188679245283,0.032311529340242395,0.3018867924528302
2020-03-01,climate_sar_change,0.41194968553459116,above_reference,unusual environmental state,False,VH_change_adjusted,1,-0.8967493523176591,-2.1472657263190196,1.426962277045615,0.5283018867924528,-0.06302935547034277,0.6132075471698113,0.010896519158045606,0.09433962264150944
2020-04-01,climate_sar_change,0.7421383647798742,below_reference,unusual environmental state,False,VV_change_adjusted,1,-0.30987035242949906,3.8301521138221903,2.547720043017814,0.8584905660377359,0.07811496315384558,0.9528301886792453,0.05614707178840378,0.41509433962264153
2020-05-01,climate_sar_change,0.5471698113207547,below_reference,unusual environmental state,False,PDD_adjusted,1,-4.508080412962663,-0.572860626113431,1.8631056839699092,0.7075471698113207,-0.06761143959846727,0.5660377358490566,0.04124159239712102,0.36792452830188677
2020-06-01,climate_sar_change,0.6320754716981132,below_reference,unusual environmental state,False,PDD_adjusted,1,-5.189428695628153,1.477313174853311,2.1910964449781076,0.8018867924528302,-0.06651133744192561,0.5754716981132075,0.06971545972778974,0.5188679245283019
2020-07-01,climate_sar_change,0.6949685534591196,below_reference,unusual environmental state,False,PDD_adjusted,1,-3.799158205144295,0.2250697518570665,1.6212227076849093,0.6132075471698113,-0.07198836569834227,0.5188679245283019,0.39258698891680494,0.9528301886792453
2020-08-01,climate_sar_change,0.6572327044025157,above_reference,unusual environmental state,False,PDD_adjusted,0,3.9203433859134416,0.8792550875612439,1.8830161588212153,0.7169811320754716,-0.07386415466109697,0.5094339622641509,0.1635291284650587,0.7452830188679245
2020-09-01,climate_sar_change,0.6823899371069183,above_reference,unusual environmental state,False,PDD_adjusted,0,3.420866571035509,0.05754131971702703,1.8842190651900836,0.7264150943396226,-0.054219820055464774,0.6509433962264151,0.1240516709664195,0.6698113207547169
2020-10-01,climate_sar_change,0.9150943396226415,above_reference,unusual environmental state,True,PDD_adjusted,0,10.913532065028894,-2.26095393836058,4.64784878718843,1.0,0.08140703966963947,0.9622641509433962,0.17778229871631981,0.7830188679245284
2020-11-01,climate_sar_change,0.22012578616352205,above_reference,unusual environmental state,False,VH_change_adjusted,1,-0.42497332858150455,-1.226971503480624,0.6490050147766737,0.11320754716981132,-0.12544521702084,0.11320754716981132,0.05771509673706718,0.4339622641509434
2020-12-01,climate_sar_change,0.06918238993710692,above_reference,unusual environmental state,False,temp_anomaly,1,-0.07525307853206616,-0.45189461619520543,0.33688168730961054,0.009433962264150943,-0.14182589182181898,0.009433962264150943,0.01782331112885901,0.18867924528301888
2021-01-01,climate_sar_change,0.5157232704402516,above_reference,unusual environmental state,False,temp_anomaly,1,0.8530194785147537,-1.2062165495468202,1.7476464723705798,0.6792452830188679,-0.043748779831717155,0.7547169811320755,0.01164348359371087,0.11320754716981132
2021-02-01,climate_sar_change,0.02515723270440252,above_reference,unusual environmental state,False,temp_anomaly,1,0.11305277219911761,-0.6819796443291104,0.42509080529410104,0.02830188679245283,-0.1405318116954783,0.018867924528301886,0.001680580154585146,0.02830188679245283
2021-03-01,climate_sar_change,0.21069182389937105,above_reference,unusual environmental state,False,temp_anomaly,1,-0.08034640340888234,-0.9628897022745933,0.7577708263870173,0.19811320754716982,-0.1159455928939424,0.2358490566037736,0.01787552278645126,0.19811320754716982
2021-04-01,climate_sar_change,0.3584905660377358,below_reference,unusual environmental state,False,temp_anomaly,1,-1.201421787992542,0.24199525879644396,0.8681474193915166,0.25471698113207547,-0.105787184623935,0.32075471698113206,0.06878693771254946,0.5
2021-05-01,climate_sar_change,0.6320754716981132,above_reference,unusual environmental state,False,precip_7d_adjusted,1,1.50905129743242,2.020396576948609,1.9871885856560798,0.7735849056603774,-0.045792092111826166,0.7169811320754716,0.055812453609118066,0.4056603773584906
2021-06-01,climate_sar_change,0.5534591194968553,below_reference,unusual environmental state,False,VH_change_adjusted,1,0.12649335630263306,1.8794746642851696,1.2351501041652422,0.4716981132075472,-0.0619042672735885,0.6226415094339622,0.08366267648914182,0.5660377358490566
2021-07-01,climate_sar_change,0.5786163522012578,above_reference,unusual environmental state,False,precip_7d_adjusted,1,-1.261654371052867,1.915914573405487,1.192088512266979,0.4339622641509434,-0.08058104732437626,0.44339622641509435,0.2395634947372234,0.8584905660377359
2021-08-01,climate_sar_change,0.6383647798742138,above_reference,unusual environmental state,False,antecedent_precipitation_index_adjusted,1,-0.8571058657139371,-0.17425522855175435,0.985065110609725,0.32075471698113206,-0.06564307493102806,0.5943396226415094,0.6628126017120956,1.0
2021-09-01,climate_sar_change,0.7201257861635221,below_reference,unusual environmental state,False,PDD_adjusted,1,-1.9763305091988417,1.3120618481668136,1.3192774231226667,0.49056603773584906,-0.05279347690181818,0.6792452830188679,0.6442377461535457,0.9905660377358491
2021-10-01,climate_sar_change,0.940251572327044,above_reference,unusual environmental state,True,PDD_adjusted,0,9.323057742497571,2.6329903968225596,4.154537967497235,0.9811320754716981,0.08291017802057465,0.9716981132075472,0.2437780372443981,0.8679245283018868
2021-11-01,climate_sar_change,0.7955974842767296,above_reference,unusual environmental state,False,VH_change_adjusted,1,-0.4816673250818202,-1.7154373937971372,1.4828412823852144,0.5566037735849056,-0.019950400628326648,0.8490566037735849,0.6037505009848644,0.9811320754716981
2021-12-01,climate_sar_change,0.8176100628930817,below_reference,unusual environmental state,False,temp_anomaly,1,-0.46712746317106935,2.8205164787078485,1.659507888607421,0.6415094339622641,-0.019104854938091997,0.8679245283018868,0.36553927201822906,0.9433962264150944
2022-01-01,climate_sar_change,0.7641509433962265,below_reference,unusual environmental state,False,temp_anomaly,1,-0.8788919871914259,1.001770916807888,1.4889854789095625,0.5660377358490566,-0.035924212272796074,0.8018867924528302,0.34086036089874194,0.9245283018867925
2022-02-01,climate_sar_change,0.7578616352201258,below_reference,unusual environmental state,False,temp_anomaly,1,-0.844229410752289,1.4294601046076159,1.5751609809361564,0.5943396226415094,-0.029207458371870443,0.8301886792452831,0.23707215193290912,0.8490566037735849
2022-03-01,climate_sar_change,0.9308176100628932,below_reference,unusual environmental state,True,VV_change_adjusted,1,1.9994716126299812,1.9992534721506705,2.897882407158108,0.8962264150943396,0.12171912873157298,1.0,0.3250417601341033,0.8962264150943396
2022-04-01,climate_sar_change,0.7012578616352201,above_reference,unusual environmental state,False,PDD_adjusted,0,2.839952028457283,-2.174848036472044,1.8904461630954208,0.7452830188679245,-0.0292677339728587,0.8207547169811321,0.07565196081720585,0.5377358490566038
2022-05-01,climate_sar_change,0.6886792452830189,above_reference,unusual environmental state,False,PDD_adjusted,0,4.115713972249778,-0.49172159676147265,2.3065077659207165,0.8207547169811321,-0.019640067377727277,0.8584905660377359,0.04693465403387284,0.3867924528301887
2022-06-01,climate_sar_change,0.6761006289308176,above_reference,unusual environmental state,False,PDD_adjusted,0,3.2329424756929868,2.6117362475061547,1.8846274636706857,0.7358490566037735,-0.0437957504152654,0.7358490566037735,0.08237686203095114,0.5566037735849056
2022-07-01,climate_sar_change,0.619496855345912,above_reference,unusual environmental state,False,PDD_adjusted,1,1.499661843032271,-1.6657668655664495,1.1168675223735385,0.41509433962264153,-0.0715503581973525,0.5283018867924528,0.3386008277347074,0.9150943396226415
2022-08-01,climate_sar_change,0.45911949685534587,above_reference,unusual environmental state,False,PDD_adjusted,1,1.804984023392096,-1.5996216194818806,1.0456841314347753,0.33962264150943394,-0.10388535608763666,0.3490566037735849,0.13360750669994617,0.6886792452830188
2022-09-01,climate_sar_change,0.16352201257861634,below_reference,unusual environmental state,False,PDD_adjusted,1,-1.8034052835348593,-0.8069913180129704,0.7149423922096058,0.1792452830188679,-0.13108401883172677,0.0660377358490566,0.028883355048436716,0.24528301886792453
2022-10-01,climate_sar_change,0.23584905660377362,below_reference,unusual environmental state,False,PDD_adjusted,1,-2.430320177338424,0.9250423280143194,1.0812085317663838,0.37735849056603776,-0.11669283180346862,0.22641509433962265,0.010984684830891584,0.10377358490566038
2022-11-01,climate_sar_change,0.1037735849056604,above_reference,unusual environmental state,False,temp_anomaly,1,-0.2419007350011896,-1.190348174759614,0.501394367282787,0.04716981132075472,-0.13397040869480054,0.03773584905660377,0.024488592404180467,0.22641509433962265
2022-12-01,climate_sar_change,0.15723270440251572,above_reference,unusual environmental state,False,temp_anomaly,1,0.22026802195877757,-0.8335203984199968,0.894326588947877,0.27358490566037735,-0.12144625291951772,0.1509433962264151,0.004785970719378705,0.04716981132075472
2023-01-01,climate_sar_change,0.24842767295597482,above_reference,unusual environmental state,False,temp_anomaly,1,0.24791502684787023,-1.9317297396136721,1.061073938056026,0.3584905660377358,-0.10160735407194094,0.36792452830188677,0.001312560088973077,0.018867924528301886
2023-02-01,climate_sar_change,0.4150943396226415,above_reference,unusual environmental state,False,temp_anomaly,1,0.7551778594799995,-0.38224042793190527,1.4615993913068854,0.5377358490566038,-0.06781506457384445,0.5566037735849056,0.01454643257721896,0.1509433962264151
2023-03-01,climate_sar_change,0.1320754716981132,above_reference,unusual environmental state,False,VV_change_adjusted,1,-0.5203127278366703,-0.6900702208367286,0.5697558371145038,0.0660377358490566,-0.1328160769254612,0.05660377358490566,0.0319485420875134,0.27358490566037735
2023-04-01,climate_sar_change,0.3333333333333333,below_reference,unusual environmental state,False,temp_anomaly,1,-1.2248593715287333,-0.9491978491560886,0.8975661394755526,0.29245283018867924,-0.10692602189605338,0.3113207547169811,0.04873994331948401,0.39622641509433965
2023-05-01,climate_sar_change,0.7264150943396226,below_reference,unusual environmental state,False,PDD_adjusted,1,-9.28465978447697,1.4874091659296538,4.000689971610008,0.9716981132075472,0.0696898088657405,0.9433962264150944,0.029943813623027254,0.2641509433962264
2023-06-01,climate_sar_change,0.5974842767295597,below_reference,unusual environmental state,False,PDD_adjusted,1,-4.025663465973568,-0.6929819220399864,1.6311420403187753,0.6320754716981132,-0.0878035713393423,0.4056603773584906,0.16624355848964353,0.7547169811320755
2023-07-01,climate_sar_change,0.4654088050314466,above_reference,unusual environmental state,False,PDD_adjusted,1,1.866212344580426,-1.162092894685475,1.2233826962343757,0.4528301886792453,-0.07530737508192542,0.49056603773584906,0.06177235941232186,0.4528301886792453
2023-08-01,climate_sar_change,0.4905660377358491,above_reference,unusual environmental state,False,PDD_adjusted,0,2.1537363229031334,-0.48609117493145776,1.0669348862833083,0.36792452830188677,-0.1086477901946929,0.29245283018867924,0.1936317123860873,0.8113207547169812
2023-09-01,climate_sar_change,0.7169811320754716,above_reference,unusual environmental state,False,PDD_adjusted,0,3.748127394116995,-2.575365658031998,1.9099214511863596,0.7547169811320755,-0.04957160771718705,0.6886792452830188,0.13508431908222832,0.7075471698113207
2023-10-01,climate_sar_change,0.45283018867924535,below_reference,unusual environmental state,False,PDD_adjusted,1,-2.476070798249742,-1.4181039954459191,1.0970315665195292,0.39622641509433965,-0.10301938386893772,0.3584905660377358,0.1056923633162543,0.6037735849056604
2023-11-01,climate_sar_change,0.31446540880503143,below_reference,unusual environmental state,False,antecedent_precipitation_index_adjusted,1,-0.1897789085331589,-0.06989945311833734,0.680491024429132,0.14150943396226415,-0.12064703217353545,0.16981132075471697,0.10959985313702648,0.6320754716981132
2023-12-01,climate_sar_change,0.3553459119496855,below_reference,unusual environmental state,False,VH_change_adjusted,1,-0.271496669378704,0.548943613310098,0.6840783782305581,0.1509433962264151,-0.11789326639849124,0.2169811320754717,0.1344540583509888,0.6981132075471698
2024-01-01,climate_sar_change,0.2421383647798742,below_reference,unusual environmental state,False,temp_anomaly,1,-0.4214189829286257,-1.054507247553558,0.6030147334222572,0.07547169811320754,-0.1212888017102654,0.16037735849056603,0.06823712039890145,0.49056603773584906
2024-02-01,climate_sar_change,0.45911949685534587,above_reference,unusual environmental state,False,VH_change_adjusted,1,-0.6372443508635369,-1.4622844207534387,0.9706009303085052,0.3113207547169811,-0.09877024356552466,0.3867924528301887,0.1282506421058213,0.6792452830188679
2024-03-01,climate_sar_change,0.3867924528301887,below_reference,unusual environmental state,False,VV_change_adjusted,1,-0.09228686850778864,0.6253505503876515,0.8954605089026333,0.2830188679245283,-0.1056226829087355,0.330188679245283,0.08161598749543011,0.5471698113207547
2024-04-01,climate_sar_change,0.619496855345912,above_reference,unusual environmental state,False,VV_change_adjusted,1,-1.0399085652029436,-2.5129384541225,1.2271745336937725,0.46226415094339623,-0.06087535800000499,0.6320754716981132,0.17176895856535956,0.7641509433962265
2024-05-01,climate_sar_change,0.9025157232704403,above_reference,unusual environmental state,True,PDD_adjusted,0,7.733481437613777,-0.04926503532084525,3.36160931427524,0.9433962264150944,-0.0005939963678627813,0.8773584905660378,0.3129889796019178,0.8867924528301887
2024-06-01,climate_sar_change,0.8742138364779874,above_reference,unusual environmental state,False,PDD_adjusted,0,5.575548288710767,1.5653939471799916,2.698457496059762,0.8867924528301887,-0.042613223537026845,0.7641509433962265,0.538829161481371,0.9716981132075472
2024-07-01,climate_sar_change,0.5817610062893083,above_reference,unusual environmental state,False,PDD_adjusted,0,7.598456640586617,-1.112904998896861,3.365237231913423,0.9528301886792453,-0.03898393876226225,0.7830188679245284,0.0005802817567801218,0.009433962264150943
2024-08-01,climate_sar_change,0.10691823899371071,above_reference,unusual environmental state,False,PDD_adjusted,1,1.119546983232137,0.36000593542445053,0.6415153024159127,0.09433962264150944,-0.13345705108256123,0.04716981132075472,0.017163074178412518,0.1792452830188679
2024-09-01,climate_sar_change,0.6635220125786164,above_reference,unusual environmental state,False,precip_7d_adjusted,0,2.49671320148162,5.454050799863781,3.069601088115085,0.9245283018867925,0.023969662961953575,0.8962264150943396,0.015468933940742247,0.16981132075471697
2024-10-01,climate_sar_change,0.889937106918239,above_reference,unusual environmental state,True,precip_7d_adjusted,1,-1.8351768542314573,6.503406849818622,3.2731233094048435,0.9339622641509434,0.024153197896241818,0.9056603773584906,0.19658468994456232,0.8301886792452831
2024-11-01,climate_sar_change,0.5094339622641509,above_reference,unusual environmental state,False,temp_anomaly,1,1.357799557883683,0.6341354819917278,1.052397547261523,0.3490566037735849,-0.08058056027528898,0.4528301886792453,0.14962835243260147,0.7264150943396226
2024-12-01,climate_sar_change,0.2452830188679245,above_reference,unusual environmental state,False,antecedent_precipitation_index_adjusted,1,-0.18103105631895539,-0.5556019542786136,0.4610500873968565,0.03773584905660377,-0.12981652726966209,0.07547169811320754,0.1095060140257636,0.6226415094339622
2025-01-01,climate_sar_change,0.5408805031446541,above_reference,unusual environmental state,False,temp_anomaly,1,0.6463912519562977,-1.817968519884333,1.6280268450133428,0.6226415094339622,-0.05577175792787825,0.6415094339622641,0.03872872601192282,0.3584905660377358
2025-02-01,climate_sar_change,0.12578616352201258,above_reference,unusual environmental state,False,temp_anomaly,1,0.2668652609746074,-0.6399399741862859,0.7469897461044153,0.18867924528301888,-0.12577459450604467,0.10377358490566038,0.01063949656089231,0.08490566037735849
2025-03-01,climate_sar_change,0.29245283018867924,below_reference,unusual environmental state,False,VH_change_adjusted,1,0.20274726911899596,1.3003482158616952,1.1149749664117061,0.4056603773584906,-0.08765473136319901,0.41509433962264153,0.007780516533480911,0.05660377358490566
2025-04-01,climate_sar_change,0.6415094339622642,above_reference,unusual environmental state,False,VH_change_adjusted,1,-0.8954107941785364,-3.7516333494942002,2.6256807065433163,0.8773584905660378,0.08823240499604246,0.9811320754716981,0.008401953475655666,0.0660377358490566
2025-05-01,climate_sar_change,0.6981132075471698,above_reference,unusual environmental state,False,PDD_adjusted,0,9.189997463860946,0.5106825271958724,3.86738301819964,0.9622641509433962,-0.020295770356518472,0.839622641509434,0.03218403033654342,0.29245283018867924
2025-06-01,climate_sar_change,0.279874213836478,above_reference,unusual environmental state,False,PDD_adjusted,0,2.426303103830351,-0.051153571254764885,1.1421073123438437,0.42452830188679247,-0.12410205485174447,0.1320754716981132,0.03215398228047015,0.2830188679245283
2025-07-01,climate_sar_change,0.5188679245283019,above_reference,unusual environmental state,False,PDD_adjusted,0,3.6949992606782063,-2.4589387258020237,1.8529897756553773,0.6981132075471698,-0.06886826644431415,0.5471698113207547,0.033552381643408825,0.3113207547169811
2025-08-01,climate_sar_change,0.23270440251572325,above_reference,unusual environmental state,False,PDD_adjusted,1,1.4437590176600066,-1.1249886088663166,0.9103684724429254,0.3018867924528302,-0.11002741285047407,0.27358490566037735,0.012100777889923796,0.12264150943396226
2025-09-01,climate_sar_change,0.5503144654088051,above_reference,unusual environmental state,False,PDD_adjusted,0,4.813009145314011,-0.2392994709798608,2.0694479583972796,0.7830188679245284,-0.0846680771655332,0.42452830188679247,0.059853450771547634,0.44339622641509435
2025-10-01,climate_sar_change,0.5377358490566038,above_reference,unusual environmental state,False,precip_7d_adjusted,1,-4.198404781383935,3.407645351678974,2.4273762512901094,0.8301886792452831,-0.04635661419241688,0.7075471698113207,0.009534750796011522,0.07547169811320754
