date,temp_mean,temp_max,temp_min,temp_anomaly,precip_1d_max,precip_3d_max,precip_7d_max,precip_30d_max,precip_month,precip_anomaly,PDD,freeze_thaw_cycles,snowfall_mm_we,snow_depth_m,solar_radiation_mj_m2,runoff_mm,snow_fraction,snow_fraction_anomaly,snow_fraction_change,NDSI,NDSI_anomaly,NDSI_change,snow_area_proxy_km2,VV,VH,VV_change,VH_change,VV_anomaly,VH_anomaly,angle_deg,temp_change,PDD_change,antecedent_precipitation_index,environmental_transition_magnitude,sentinel2_scene_count,sentinel2_valid_area_fraction,sentinel2_observation_count,sentinel1_scene_count,sentinel1_valid_area_fraction,sentinel1_observation_count,climate_missing_data_flag,sentinel2_missing_data_flag,sentinel1_missing_data_flag,available_feature_count,missing_data_flag,climate_expected_observation_count,climate_period_completeness,climate_is_complete_period,climate_quality_status,climate_quality_reason,sentinel1_expected_observation_count,sentinel1_period_completeness,sentinel1_is_complete_period,sentinel1_quality_status,sentinel1_quality_reason
2016-05-01,1.2647896936646097,8.169475994069863,-8.721748404667272,0.0071784553300251,13.188531122249618,21.57338217551241,40.26827119577109,130.6591561940085,132.0567210826198,-0.0354669922827938,46.399507453502025,30.0,59.63135349389263,2.9609913718283387,776.0964032885292,47.05398366180295,,,,,,,,,,,,,,,3.2931083325478165,45.97792746597404,528.3970546431958,,,,,0,0.0,,False,True,True,3,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2016-06-01,6.029296031241725,12.948747323215407,-3.4635673635698656,0.4763916822726886,27.86625494930125,62.82375165131117,130.25475677690144,320.4324127994386,320.4324127994386,0.6011592567943909,180.87888093725172,3.0,13.472083073180173,2.908800784170753,615.8310279042928,156.2530874975293,,,,,,,,,,,,,,,4.7645063375771155,134.4793734837497,769.569909246155,,,,,0,0.0,,False,True,True,3,True,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2016-07-01,7.198550440622812,11.994832581554332,3.8548877949617575,0.0110990298057942,42.87668359501944,96.67829658713173,207.97080106724613,658.045667717561,688.2322485782145,2.699720487071601,223.1550636593072,0.0,72.33296967859339,2.909547727834138,450.5528847663617,564.5709644890352,,,,,,,,,,,,,,,1.1692544093810868,42.27618272205547,1342.3666714374463,,,,,0,0.0,,False,True,True,3,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2016-08-01,7.0272715814688285,11.17951770543551,1.1296405252648838,0.0695518570778216,14.508387061089229,67.66506428725454,184.1464751219552,645.9406615324533,279.6399209967691,-2.0434440322307297,217.8454190255337,0.0,8.95006080563747,2.9038181928865123,563.856727304715,290.1803989023662,,,,,,,,,,,,,,,-0.17127885915398355,-5.309644633773502,1420.6515917185984,,,,,0,0.0,,False,True,True,3,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2016-09-01,5.429695309212386,10.540845583460037,0.0782368755944818,0.3995577301533117,26.1420494159557,58.50744463336815,103.22596072747407,321.6167244298974,278.759132823456,0.6615719634768205,162.89085927637157,0.0,40.45752509523978,2.9081719383211704,457.1502491261876,233.69238233058744,,,,,,,,,,,,,,,-1.5975762722564424,-54.954559749162115,1486.3129857842646,,,,,0,0.0,,False,True,True,3,True,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2016-10-01,1.5029697322725162,8.950238936959167,-8.837910838331808,1.4933929368693255,7.726844329327484,21.542826392331506,42.88162231887112,278.5995042117711,84.02181100575363,0.1274782766715263,60.34428904133218,22.0,25.58293883452149,2.907518468343304,544.8813741249152,95.52653738409596,,,,,,,,,,,,,,,-3.92672557693987,-102.54657023503938,1347.3878489223785,,,,,0,0.0,,False,True,True,3,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2016-11-01,-1.692146221882404,5.976990461248842,-10.868066640339777,2.303778014004024,2.450210277529388,3.0024070207480467,4.561970737988094,70.89137953715792,6.703513052001163,-1.307611670752495,2.4738914130916707,30.0,1.5753582198589644,2.9006167934464555,522.563994489796,39.73948214672385,,,,,,,,,,,,,,,-3.19511595415492,-57.87039762824051,1151.9831846360228,,,,,0,0.0,,False,True,True,3,True,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2016-12-01,-2.568012628919488,7.79106719562659,-12.704746774113715,4.170697702002864,3.9937372057213816,8.778693760157696,10.06908887679664,17.179841547294103,19.10588483707907,-0.5658212773876186,5.651244951284484,24.0,11.374828220200238,2.9050319890115825,473.227280416608,25.1863942252843,,,,,,,,,,,,,,,-0.8758664070370841,3.1773535381928135,998.2915917776984,,,,,0,0.0,,False,True,True,3,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2017-01-01,-10.003527699029336,1.256054169925334,-20.727798842041512,-0.2437167682541183,19.711246521308507,24.32118414102523,26.256761364462346,41.39538922917495,36.31139135213622,-0.3997617725709458,0.0,3.0,33.20284544068856,2.94908943738286,520.0037488198452,17.654346542027866,,,,,,,,,,,,,,,-7.435515070109847,-5.651244951284484,884.8592443631798,,,,,0,0.0,,False,True,True,3,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.0,False,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold
2017-02-01,-7.3977631295183714,2.9089723472944438,-21.55255603615788,1.8958880873555572,8.849406251808356,11.321862349217088,26.792892168355703,45.74210190520281,26.027481241990152,-1.1740828233159768,0.0,5.0,16.576508937022115,2.978059294604012,569.5275425890218,21.135246041666697,,,,,,,,-7.430333924205145,-12.9509990018544,,,0.24236188385556368,0.4161429048543077,39.9343269605393,2.6057645695109644,0.0,778.1578389506928,,,,,2,0.9542497586472484,2.0,False,True,False,5,True,28,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-03-01,-7.069654778789826,4.061013273149228,-17.546615916285,-0.5843386555489943,45.6622049167046,81.24681172121939,85.78774930430018,130.77837298561096,131.9222723704402,2.3569211818220075,0.0,9.0,102.81312797693072,3.264560373366358,708.1387494479782,22.35238297064484,,,,,,,,-7.783923427034779,-12.976650859652086,-0.3535895028296334,-0.0256518577976869,0.7015448370760815,1.6811915656870102,39.92287661943629,0.32810835072854516,0.0,793.3564354785291,,,,,2,0.9542497586472484,2.0,False,True,False,5,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-04-01,-2.140241270403088,5.140253211712039,-12.882820536367138,0.8009914183577657,22.907566037701333,29.81344768181714,40.72509878451243,136.05332152929094,94.46560985822984,1.064856288025387,5.254652197003795,27.0,47.64636019985392,3.128792079561934,800.3928012836031,52.65149808397686,0.5346303240247704,-0.10750788105174336,,0.3889800340599125,-0.08937743048098423,,2.785783420649748,-8.813286446152754,-15.067619544403028,-1.0293630191179748,-2.0909686847509423,0.648375770789885,1.2187813399711036,39.91423337658239,4.929413508386738,5.254652197003795,768.8185800149796,,1.0,0.998432084708628,1.0,2,0.9542497586472484,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-05-01,1.0791040613716576,6.138666050674064,-9.23988031310818,-0.1785071769629267,20.45032422488384,36.95797540340681,56.23703513466084,149.47649952806375,152.31166799467186,0.365377863373434,40.9889792042111,30.0,69.53362319133467,3.034128572467554,788.5701238662914,80.44973200870014,,,,,,,0.0,-9.686925099686848,-16.74600289304946,-0.8736386535340941,-1.6783833486464328,0.1139082530481037,0.32291174665902034,39.915006486797104,3.2193453317747456,35.734327007207305,805.8074610074045,,0.0,0.0,,3,0.9542497586472484,3.0,False,True,False,5,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-06-01,5.379019800538598,10.775947448386876,-2.9957477255491485,-0.173884548430439,29.108704992535245,60.57844321945245,92.5575655472848,199.15926082166183,199.1592608216619,-1.0997113635121492,161.37059401615792,4.0,18.81430565296324,2.9225653129146325,699.1594800492611,110.75767061498114,,,,,,,0.0,-9.857766643851413,-17.66830911884205,-0.1708415441645634,-0.9223062257925888,0.4418519701856827,1.1709152659147968,39.9110063714656,4.29991573916694,120.38161481194683,884.0956026779556,,0.0,0.0,,1,0.9542497586472484,1.0,False,True,False,5,True,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-07-01,7.163415462439103,12.095252175703614,4.641020543033373,-0.0240359483779145,56.18929255814052,87.95659193242382,161.62468561002095,485.64551775645816,488.8590102159533,0.112956980229902,222.06587933561215,0.0,31.385601629921872,2.904088819350694,500.5114674919071,371.4835540634658,,,,,,,0.0,-9.782006706611526,-18.11861497089883,0.0757599372398853,-0.4503058520567791,0.21521833184635497,0.8523325362079426,39.90949442101857,1.784395661900505,60.69528531945423,1240.3402724922157,,0.0,0.0,,3,0.9542497586472484,3.0,False,True,False,5,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-08-01,7.036783369530725,12.370378655065227,3.589195617632852,0.0790636451397177,68.60014480616658,134.7110103948119,253.17730516488425,577.3925022160371,536.7535197090857,1.9075177054271044,218.14028445545247,0.0,49.74294435049367,2.9097864130607314,481.3346673314567,498.9136532158771,,,,,,,0.0,-9.555660238267992,-18.18067353758714,0.2263464683435323,-0.0620585666883108,0.26716501471161536,0.6449465496871305,39.90961656976014,-0.12663209290837774,-3.9255948801596787,1591.042751327469,,0.0,0.0,,2,0.9542497586472484,2.0,False,True,False,5,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-09-01,5.5813289007297024,10.510615538476998,0.754801402940981,0.5511913216706292,23.704322363019912,46.29254468115843,71.82207465749578,528.4490385394328,167.1541415578176,-0.9207305640266148,167.43986702189108,0.0,19.73747087604537,2.903257347832946,565.8371331560622,153.32512553836324,,,,,,,0.0,-9.84658546636518,-17.707143724058835,-0.2909252280971852,0.4735298135283052,0.09666979793548691,0.8448419371283578,39.913812589574405,-1.4554544688010225,-50.7004174335614,1519.5404801861662,,0.0,0.0,,3,0.9542497586472484,3.0,False,True,False,5,True,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-10-01,1.395670680086609,8.79112218525276,-11.904353157489064,1.3860938846834183,5.364795808297217,9.516155464967632,22.133233525579577,153.74238996278083,47.04654943932561,-0.5514145822777314,70.02204663694833,21.0,18.977092274901818,2.906728389761033,579.2193822814663,59.75119204881072,,,,,,,0.0,-9.23666651425792,-16.334586243296403,0.6099189521072574,1.3725574807624312,-0.28705669878198137,-0.10539815890023263,39.90970874379693,-4.185658220643093,-97.41782038494274,1338.6559575975668,,0.0,0.0,,3,0.9542497586472484,3.0,False,True,False,5,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-11-01,-3.761604810430288,3.414321873642732,-11.440570091983094,0.2343194254561391,4.231203597543532,8.80532105940829,12.555618216091665,44.11738475287085,23.689533788192797,-0.3276335881856128,0.0,20.0,14.636867824498822,2.9095166159753685,507.09929515974665,31.57276874126304,0.4180124464106816,-0.054694362582610845,,0.2789636619490597,-0.049189918232809327,,2.1781258759691395,-7.535917029738184,-13.175246600556472,1.7007494845197373,3.159339642739932,0.28959664154503795,0.7473158056466893,39.91211871910468,-5.157275490516897,-70.02204663694833,1161.5470977461246,,5.0,0.998432084708628,5.0,2,0.9542497586472484,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2017-12-01,-3.618955760907669,4.357911359987007,-11.892748472574793,3.119754570014684,2.6905362253764133,3.2017793749609944,12.387502036038596,23.37757461351265,10.472447120127956,-0.8737181339810212,0.5471219570402874,20.0,7.240036685992345,2.9064553644364275,471.158821078114,21.253893349809932,0.431494584293583,-0.06793240210529611,0.013482137882901424,0.2864653344735866,-0.06828516418678571,0.007501672524526881,2.248376878393313,-7.148694067290927,-12.592500508976316,0.3872229624472565,0.582746091580157,0.19862621558766058,0.4832392126863123,39.90434113019365,0.14264904952261892,0.5471219570402874,997.7874802043339,0.3464153398766189,10.0,0.998432084708628,8.59562659624243,3,0.9542497586472484,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-01-01,-5.870084265195906,6.6366530126455086,-20.22819787924091,3.889726665579312,11.896563031357829,17.123252180569448,18.81960042940764,24.658693859679328,24.53136169998216,-0.7163469928316192,1.8515487390814396,16.0,22.939924524283004,2.9304365790371176,516.2980743068262,14.971946638122064,0.4021884300556713,-0.17858304519595014,-0.02930615423791172,0.2630347835024126,-0.14247939086152944,-0.02343055097117397,2.095672112258132,-7.298458053879619,-12.657253624260642,-0.1497639865886917,-0.0647531152843274,-0.06896461235004736,0.1251028756319581,39.911400665951234,-2.2511285042882374,1.3044267820411521,872.6507198736659,0.272235185478837,7.0,0.998432084708628,7.0,2,0.9542497586472484,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-02-01,-7.87679140470224,0.9391004719422344,-18.447797668156344,1.4168598121716889,6.780082049137,12.917017507603564,20.8495663676226,52.6569857906194,41.31276274080302,-0.737894045800607,0.0,2.0,35.20057193232329,2.9779367824968754,536.0414890513723,14.818514063482466,0.7360530068502398,0.061169983415783835,0.3338645767945685,0.5122337345514396,0.021364560966643242,0.249198951049027,3.835331014833701,-7.617162539543973,-13.165655652285462,-0.3187044856643544,-0.50840202802482,0.055533268516736456,0.20148625442324608,39.91044527037153,-2.006707139506333,-1.8515487390814396,783.0658746334191,1.6873954938841127,3.0,0.998432084708628,2.657156912398503,3,0.9542497586472484,3.0,False,False,False,7,False,28,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-03-01,-6.628707337878632,2.3168009393572784,-17.486669567518863,-0.1433912146377999,9.16616659846801,15.442322984055169,20.00355767338557,52.630552153118,53.59474181515042,-0.3860982778577615,0.0,3.0,34.581243784745595,3.00688695554348,744.6442021867715,14.026121492645087,0.6519544489449465,-0.06701775139594246,-0.0840985579052933,0.4855834735855658,-0.05977428343774144,-0.026650260965873807,3.397120988605813,-8.181474023304117,-14.174679714740249,-0.564311483760144,-1.0090240624547864,0.30399424080674287,0.4831627105988474,39.90855332597384,1.2480840668236075,0.0,719.2007352535567,0.6264561980047101,4.0,0.998432084708628,4.0,2,0.9542497586472484,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-04-01,-2.716529570029256,2.683471535797464,-12.165328565002891,0.2247031187315974,16.349636703790367,32.2124602508362,44.79543918299721,115.51125790738834,115.51125790738836,1.913564514201918,0.0,28.0,46.72991327369909,3.0153612053769963,770.7709969908516,36.19190353184498,0.5804266120184137,-0.061711593058100034,-0.07152783692653275,0.4328113295521955,-0.04554613498870125,-0.05277214403337033,3.0244128699850634,-9.29234539800956,-15.954950371278963,-1.110871374705443,-1.7802706565387147,0.16931681893307804,0.3314505130951684,39.90858663009317,3.912177767849376,0.0,726.8318828729115,1.1229277279916237,1.0,0.998432084708628,1.0,3,0.9542497586472484,3.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-05-01,1.149636056393207,8.453822943025058,-9.041219448489567,-0.1079751819413769,10.96364079353431,30.85610554957289,47.074469025269664,150.92913486250183,127.24307444304988,-0.1307289300600972,46.999355100596,29.0,46.07153145228051,2.990129839368833,819.2838293849402,55.658297895084885,0.6162114319285398,0.01651710827191044,0.03578481991012605,0.453515574714682,0.002630342893034321,0.020704245162486534,3.2108758398856403,-9.905616133685164,-17.05403870039145,-0.613270735675604,-1.0990883291124884,-0.1047827809502131,0.014875939317029463,39.91428265367636,3.8661656264224633,46.999355100596,745.0501748850246,1.0200844500633826,1.0,0.998432084708628,1.0,2,0.9542497586472484,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-06-01,5.396840492410822,10.986910596252937,-2.9050797915475237,-0.1560638565582139,52.674105027188425,114.62370362640624,160.3661483540593,355.43449674159274,355.4344967415928,1.092067716381744,161.90521477232468,5.0,67.07063640345262,2.9256784795680124,627.5748215172414,179.86711756412117,,,,,,,0.0,-10.268954053239613,-18.687193832614927,-0.3633379195544481,-1.6331551322234752,0.03066456079748292,0.15203055214191963,39.90858501556674,4.247204436017615,114.90585967172868,988.7271453938638,,0.0,0.0,,3,0.9542497586472484,3.0,False,True,False,5,True,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-07-01,7.565094145561785,11.943476093461385,3.51769154687571,0.3776427347447681,43.11057902667196,93.43256951317566,193.8558219929387,564.7569323817428,560.7729011773064,1.0460021085625986,234.51791851241532,0.0,24.486617025257964,2.902942440717684,470.6540140035187,478.0847798039341,,,,,,,0.0,-9.90243251882663,-19.16880656406535,0.3665215344129819,-0.4816127314504221,0.09479251963125002,-0.19785905695857764,39.91065419942535,2.1682536531509626,72.61270374009064,1401.1909747620907,,0.0,0.0,,2,0.9542497586472484,2.0,False,True,False,5,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-08-01,7.29904179677808,11.441313415140796,5.024704254386651,0.3413220723870728,26.41595502100219,66.98811416838399,127.96444569947752,554.4831876033539,523.4290774354463,1.7027663353617526,226.27029570012047,0.0,26.11443746696049,2.902729915724459,457.62278331949335,463.4628109922298,,,,,,,0.0,-9.867592181640742,-18.871595010806452,0.0348403371858889,0.2972115532588937,-0.04476692866113474,-0.04597492353218158,39.9108123235684,-0.2660523487837052,-8.24762281229485,1714.4414059832234,,0.0,0.0,,3,0.9542497586472484,3.0,False,True,False,5,True,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-09-01,5.09253391158789,10.125435655071758,-3.0242307680413,0.0623963325288167,18.366442908081343,54.53588174074888,130.5322868900503,497.562482061402,215.0628736379888,-0.2414947431168796,152.7760173476367,9.0,28.510480429020294,2.904854863466803,553.4366261508181,228.3429868996437,0.466176206219557,0.012372329800455328,,0.3563371817582479,0.025361431716286686,,2.429091445115392,-9.94611661360649,-18.29284984412064,-0.0785244319657483,0.5787451666858132,-0.0028613493058227135,0.25913581706655364,39.91172091638055,-2.20650788519019,-73.49427835248378,1672.3380687237286,,1.0,0.998432084708628,1.0,2,0.9542497586472484,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-10-01,-1.4384869828328273,6.930602035146652,-10.221130160627672,-1.4480637782360175,3.188135964055548,6.7678103936660525,16.919142873060107,203.3724821122456,32.84461711658749,-0.8121724519648985,8.295022865061116,27.0,16.092204617272163,2.90632992860681,619.1286460923221,63.505873550712685,0.3972541490078895,-0.08975753134369563,-0.0689220572116675,0.263947461397516,-0.08411720242653942,-0.0923897203607319,2.069961190677297,-8.42943469592256,-14.76624834724037,1.5166819176839308,3.5266014968802715,0.5201751195533788,1.4629397371558,39.91211128748653,-6.531020894420717,-144.48099448257557,1454.3319755317566,2.807310348987697,3.0,0.998432084708628,3.0,3,0.9542497586472484,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2018-11-01,-3.685003527779154,3.89844654789282,-13.469175038347752,0.3109207081072729,5.577627246980512,10.157659507103329,16.32392953484466,34.33419463118668,32.305117345734374,0.1694270940096537,0.0,17.0,19.66588027555073,2.9153925743642914,489.2053587980296,33.10998301641107,0.3893096787949705,-0.0833971301983219,-0.007944470212918997,0.248494938594819,-0.07965864158705002,-0.015452522802697016,2.028565159793029,-7.347760325454267,-12.907577581020538,1.081674370468292,1.8586707662198323,0.4777533458289547,1.0149848251826228,39.90674643781821,-2.246516544946327,-8.295022865061116,1268.4872965477273,1.0196335254171665,7.0,0.998432084708628,6.999923911397984,2,0.9542497586472484,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
