angle_deg,date,mean_valid_observation_count,missing_data_flag,orbit_pass,relative_orbit,scene_count,valid_area_fraction,vh_db,vh_std_db,vv_db,vv_std_db,is_complete_period,period_completeness,expected_observation_count,observation_count,quality_status,quality_reason,vv_change_db,vh_change_db
,2016-09-01,,1,ASCENDING,85,0,0.0,,,,,False,0.0,,,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold,,
,2016-10-01,,1,ASCENDING,85,0,0.0,,,,,False,0.0,,,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold,,
,2016-11-01,,1,ASCENDING,85,0,0.0,,,,,False,0.0,,,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold,,
,2016-12-01,,1,ASCENDING,85,0,0.0,,,,,False,0.0,,,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold,,
,2017-01-01,,1,ASCENDING,85,0,0.0,,,,,False,0.0,,,INSUFFICIENT,missing VV/VH or valid ROI coverage below threshold,,
39.9343269605393,2017-02-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-12.950999001854399,6.653974471274369,-7.430333924205145,7.677669615827871,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,,
39.92287661943629,2017-03-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-12.976650859652086,6.860081651941314,-7.783923427034779,7.791330884137977,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.3535895028296334,-0.025651857797686972
39.91423337658239,2017-04-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-15.067619544403028,6.665764080881965,-8.813286446152754,7.970901388561958,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-1.0293630191179748,-2.0909686847509423
39.915006486797104,2017-05-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-16.74600289304946,6.838687570270735,-9.686925099686848,8.40825117056955,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.8736386535340941,-1.6783833486464328
39.9110063714656,2017-06-01,1.0,0,ASCENDING,85,1,0.9542497586472485,-17.66830911884205,6.79408186509946,-9.857766643851411,8.32890612148976,True,0.9542497586472485,,1.0,GOOD,VV/VH and ROI coverage pass requirements,-0.17084154416456343,-0.9223062257925889
39.90949442101857,2017-07-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-18.11861497089883,6.401789296264172,-9.782006706611526,8.157379695152041,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.07575993723988539,-0.4503058520567791
39.90961656976014,2017-08-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-18.18067353758714,6.544101927961748,-9.555660238267993,8.115466487191178,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.22634646834353234,-0.06205856668831089
39.913812589574405,2017-09-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-17.707143724058835,6.22887962352244,-9.846585466365179,7.765939178010307,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.29092522809718524,0.47352981352830525
39.909708743796934,2017-10-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-16.334586243296403,6.2124131972109025,-9.236666514257921,7.775232858824693,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.6099189521072574,1.3725574807624312
39.91211871910468,2017-11-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-13.175246600556472,6.349451138807271,-7.535917029738184,7.587799298377582,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,1.7007494845197373,3.1593396427399316
39.90434113019365,2017-12-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-12.592500508976315,6.510635213896673,-7.148694067290927,7.596208802157895,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.3872229624472565,0.582746091580157
39.911400665951234,2018-01-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-12.657253624260642,6.2066002256413,-7.298458053879619,7.433403052188801,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.14976398658869172,-0.06475311528432748
39.91044527037153,2018-02-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-13.165655652285462,6.406214289283062,-7.6171625395439735,7.6129919965812025,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.3187044856643544,-0.50840202802482
39.90855332597384,2018-03-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-14.174679714740249,6.681610248420282,-8.181474023304117,7.797160024282853,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.564311483760144,-1.0090240624547864
39.90858663009317,2018-04-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-15.954950371278963,7.45138076169195,-9.29234539800956,8.504113171753088,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-1.110871374705443,-1.7802706565387147
39.91428265367636,2018-05-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-17.05403870039145,6.740140182695233,-9.905616133685164,7.9717187574239174,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.613270735675604,-1.0990883291124884
39.90858501556674,2018-06-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-18.687193832614927,6.938545831346851,-10.268954053239613,8.27016762387874,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.36333791955444816,-1.6331551322234752
39.91065419942535,2018-07-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-19.16880656406535,7.494188723110011,-9.90243251882663,8.408382371386976,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.36652153441298196,-0.48161273145042216
39.9108123235684,2018-08-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-18.871595010806455,7.303707586713853,-9.867592181640742,8.307693291647803,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.03484033718588897,0.2972115532588937
39.91172091638055,2018-09-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-18.292849844120642,7.317371007767577,-9.94611661360649,8.139097675438467,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.07852443196574832,0.5787451666858132
39.91211128748653,2018-10-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-14.76624834724037,6.896527744128829,-8.42943469592256,7.807857309261734,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,1.5166819176839308,3.5266014968802715
39.90674643781821,2018-11-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-12.907577581020538,6.818974711221464,-7.347760325454267,7.734073901698315,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,1.081674370468292,1.8586707662198325
39.90924358812728,2018-12-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-12.189522632840674,6.687291257109417,-6.95256526016303,7.641396211446736,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.3951950652912375,0.7180549481798639
39.90918240911466,2019-01-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-12.333309856107759,6.852715586043752,-7.019152057188303,7.744634638847103,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.06658679702527337,-0.14378722326708449
39.91178420982961,2019-02-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-13.359709051047867,7.139069262682021,-8.038222736948637,8.017079233747854,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-1.0190706797603335,-1.0263991949401081
39.91347151577215,2019-03-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-14.206392155790764,7.360587849726522,-8.196380280820357,8.199316494348357,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.1581575438717202,-0.8466831047428975
39.91505481084496,2019-04-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-18.216723945149692,7.699479227789562,-10.660410091334944,8.56122719721812,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-2.464029810514587,-4.010331789358927
39.909458022553856,2019-05-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-17.585250665338013,7.452909052924046,-10.07392322346424,8.46362460863095,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.586486867870704,0.6314732798116793
39.90867031046065,2019-06-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-18.550629916892056,7.296384913627005,-10.096695015370303,8.161258226425941,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.022771791906063044,-0.9653792515540438
39.909755562098,2019-07-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-18.92629560467625,7.315318979352376,-9.977360356068806,8.271876060296071,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.11933465930149723,-0.37566568778419196
39.91729599888063,2019-08-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-18.69867596876461,7.271906684326721,-9.843973260423185,8.20040754414743,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.13338709564562024,0.22761963591163692
39.912785107307634,2019-09-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-18.676233866437183,7.018586612087377,-9.929094870033545,8.174006577243077,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.08512160961035953,0.02244210232742816
39.910487088970484,2019-10-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-16.23381639572338,7.383394489053676,-8.850432473175777,8.29875159742479,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,1.0786623968577675,2.442417470713803
39.912060596508724,2019-11-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-13.83973770881973,6.766960120775813,-7.658012539037729,7.840490311808097,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,1.192419934138048,2.3940786869036508
39.9084485683899,2019-12-01,2.0,0,ASCENDING,85,2,0.9542497586472485,-12.927628298531232,6.917283205941935,-7.115066133145707,7.773433192359105,True,0.9542497586472485,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.5429464058920228,0.9121094102884975
39.910163458561506,2020-01-01,3.0,0,ASCENDING,85,3,0.9542497586472485,-12.695325423697074,6.979316531022026,-7.117771279124693,7.9405746602109675,True,0.9542497586472485,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.002705145978986856,0.2323028748341578
40.17904264880987,2020-02-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-13.398161994888136,6.808733837123884,-7.5856987346553995,7.796590222263818,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.467927455530706,-0.702836571191062
40.18075288960231,2020-03-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-13.480846773718818,7.325616718072236,-7.694427795651533,8.125114000316675,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.10872906099613378,-0.08268477883068215
40.182857164999234,2020-04-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-16.995092140770044,7.9196640288998585,-10.277600070977327,8.953085604322226,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-2.5831722753257935,-3.5142453670512257
40.19828628935219,2020-05-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-17.241979056745066,7.671575281955099,-10.067991351776417,8.803496388460522,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.20960871920090973,-0.246886915975022
40.19780615007264,2020-06-01,2.9998758145016367,0,ASCENDING,85,3,0.9558469884996054,-19.335288544967458,6.689772018528932,-10.628822887871255,8.35754285675278,True,0.9558469884996054,,2.9998758145016367,GOOD,VV/VH and ROI coverage pass requirements,-0.5608315360948382,-2.093309488222392
40.19703133638954,2020-07-01,2.998420119217083,0,ASCENDING,85,3,0.9564523630239371,-19.30265385767548,6.8308103454954905,-10.207315781391966,8.450793361849819,True,0.9564523630239371,,2.998420119217083,GOOD,VV/VH and ROI coverage pass requirements,0.42150710647928946,0.032634687291977826
40.187566139543435,2020-08-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-19.14197367129489,6.864176049707941,-10.061898026072619,8.23733295587643,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.14541775531934675,0.160680186380592
40.18488152589773,2020-09-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-18.328620821948565,6.882787364852692,-9.790482274918649,8.213976475097402,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.2714157511539703,0.8133528493463231
40.18025717428617,2020-10-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-16.677945579070276,6.872200780007525,-9.385994851025087,7.8501188391911025,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.4044874238935616,1.6506752428782896
40.18456390123374,2020-11-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-13.632331330988835,6.493583181284231,-7.726618712007477,7.562632445431498,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,1.6593761390176098,3.0456142480814403
40.17765023828975,2020-12-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-12.896622287544853,6.478034770989811,-7.289176927622976,7.470270582353803,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.4374417843845011,0.7357090434439826
40.179197627834085,2021-01-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-13.06340803166313,6.507694481835982,-7.332730077559926,7.482883108468698,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.04355314993695014,-0.16678574411827718
40.1796252596839,2021-02-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-13.795493290073289,6.503263591827477,-7.841795557950615,7.545661240762275,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.5090654803906887,-0.7320852584101587
40.17877747021568,2021-03-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-14.749729260401228,6.9159116293318155,-8.297250136559343,7.709256423423577,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.4554545786087285,-0.9542359703279395
40.19539884359367,2021-04-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-15.95381512520636,7.1667100327679805,-9.262735923989732,8.1176537489121,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.9654857874303886,-1.2040858648051316
40.196749340385374,2021-05-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-16.18523847053794,7.330691351699314,-9.136522818711104,8.328595809003476,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.1262131052786284,-0.2314233453315797
40.186673166488816,2021-06-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-18.99519098544899,6.735734499694266,-10.309469471673637,8.33553080004421,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-1.1729466529625334,-2.80995251491105
40.19501509131957,2021-07-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-19.2439398069481,6.7200895274364605,-10.100607108106233,8.255965408361671,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.20886236356740362,-0.2487488214991096
40.19474084345902,2021-08-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-18.780176053324304,6.813454901476755,-9.65639579359693,8.224035931598516,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.4442113145093032,0.46376375362379463
40.182395585580814,2021-09-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-18.820336113921897,6.856155430476417,-10.19608044595994,8.123774696826827,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.5396846523630092,-0.04016006059759292
40.1814866454586,2021-10-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-17.488235276445106,6.835513639184184,-9.603168279678552,8.045200123042136,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.592912166281387,1.3321008374767906
40.18452084847578,2021-11-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-13.746624124738652,6.68211004330633,-7.633465875365458,7.717244610935597,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,1.9697024043130948,3.7416111517064543
40.1806491292606,2021-12-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-13.279257915529024,7.062303313164626,-7.391213964450302,7.870250759897871,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.2422519109151553,0.46736620920962757
40.179058368914944,2022-01-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-12.534448224361421,7.155274644582064,-7.176469071346636,7.968270995121696,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.21474489310366618,0.7448096911676032
40.182647721561594,2022-02-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-12.8782940896481,7.13719848038778,-7.242080600559891,8.009297401328777,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.06561152921325508,-0.3438458652866796
40.17847407375042,2022-03-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-16.342585952941892,6.92108743485984,-9.693102334639976,8.158527335669518,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-2.4510217340800846,-3.4642918632937914
40.18977039648404,2022-04-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-17.263338563951553,7.018081731142367,-9.992095344932192,8.186850173792172,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.29899301029221625,-0.9207526110096609
40.19435087738115,2022-05-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-17.071794637448605,7.167050181450151,-9.76331113797859,8.385132131411977,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.2287842069536019,0.19154392650294838
40.18583967697761,2022-06-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-19.403808979691796,6.5864273183408075,-10.59178908191611,8.180976621995198,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.8284779439375196,-2.332014342243191
40.18266787193823,2022-07-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-19.029812020026505,6.526228762706402,-10.035370791309598,8.173679135170534,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.556418290606512,0.37399695966529123
40.18973019016174,2022-08-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-18.795910143144358,6.611012402723385,-9.832851660418251,8.110802888570436,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.20251913089134632,0.2339018768821468
40.201776080315014,2022-09-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-18.346920401326212,6.855375935209416,-9.775216808584137,8.151203413395107,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.05763485183411454,0.44898974181814566
40.19060032666457,2022-10-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-16.23644811798358,7.041250455365316,-8.93330871320643,8.154441113282337,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.8419080953777076,2.110472283342631
40.187083336882374,2022-11-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-13.405751651026835,6.867672047269688,-7.45171852292548,7.923570304376958,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,1.481590190280949,2.8306964669567467
40.18126806696533,2022-12-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-12.622370674818509,6.619726165941349,-7.045210856847816,7.647237984045098,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.40650766607766453,0.7833809762083259
40.188238956626186,2023-01-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-12.144505078461354,6.744809615021626,-6.731748027589583,7.617436265161124,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.3134628292582331,0.4778655963571552
40.18126902734885,2023-02-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-13.374279327400028,6.704127732287224,-7.623398889639996,7.588419512746887,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.8916508620504136,-1.229774248938675
40.18584895457859,2023-03-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-14.350515972073222,7.1672095286270805,-8.123755902422259,7.852833047981021,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.5003570127822625,-0.9762366446731932
40.18453870874407,2023-04-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-15.30617698175244,7.290965521247791,-8.836771028591544,8.177757807391028,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.7130151261692852,-0.9556610096792184
40.19173923783479,2023-05-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-16.69043297619234,7.5952976029459265,-9.906375945514412,8.70887837738295,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-1.0696049169228683,-1.3842559944399007
40.184150171850554,2023-06-01,2.9998758145016367,0,ASCENDING,85,3,0.9558469884996054,-18.52297468734195,6.785735527864261,-10.083004538926422,8.333741263181935,True,0.9558469884996054,,2.9998758145016367,GOOD,VV/VH and ROI coverage pass requirements,-0.1766285934120102,-1.8325417111496094
40.19054247229318,2023-07-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-18.924373684440752,6.613981783300077,-10.225302450738452,7.986521122770943,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.14229791181202955,-0.4013989970988021
40.19269688220588,2023-08-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-19.038211296510944,7.001379719385739,-9.851927589665854,8.130346394829026,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.3733748610725982,-0.11383761207019205
40.18521071617478,2023-09-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-18.566468594167567,7.195247504457848,-9.890792171824796,8.050344593035094,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.03886458215894173,0.4717427023433771
40.20070776334039,2023-10-01,1.9998758145016373,0,ASCENDING,85,2,0.9558469884996054,-16.043170151417474,7.058256793729401,-8.856516749917981,7.929937893525832,True,0.9558469884996054,,1.9998758145016373,GOOD,VV/VH and ROI coverage pass requirements,1.0342754219068144,2.523298442750093
40.18697889603922,2023-11-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-13.978733628883704,6.8717718916007735,-7.829255469493112,7.745647902175397,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,1.0272612804248693,2.0644365225337697
40.185587925762846,2023-12-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-13.62095733170729,6.911613963904867,-7.614177681476697,7.6876108289998095,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,0.21507778801641475,0.35777629717641446
40.185188738237485,2024-01-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-13.19874774697177,6.817742434882675,-7.436021911054229,7.662415512801261,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.17815577042246833,0.42220958473551917
40.18847586781035,2024-02-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-13.127070033730835,6.884475731840229,-7.486563985597289,7.612756226024516,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.0505420745430607,0.07167771324093586
40.183911278475556,2024-03-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-15.064701766011975,7.188696568944366,-8.792174399899611,7.845921163749291,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-1.305610414302322,-1.9376317322811403
40.196408485163545,2024-04-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-15.893058868380052,6.910885051336825,-9.010066250325083,7.931130707813043,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.2178918504254721,-0.8283571023680771
40.19851467510744,2024-05-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-17.529632406521586,6.854319169280802,-9.88135985026719,7.812761585618586,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,-0.8712935999421063,-1.6365735381415334
40.22104511300051,2024-06-01,2.0,0,ASCENDING,85,2,0.9557283078129415,-19.27460406053508,7.421739167558088,-10.508556261821068,8.046344626780124,True,0.9557283078129415,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.6271964115538786,-1.7449716540134936
40.215497126273284,2024-07-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-18.932744935751476,7.40100566353411,-9.794555769631254,8.249288150212546,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.7140004921898147,0.34185912478360336
40.188507551243006,2024-08-01,3.0,0,ASCENDING,85,3,0.9558469884996054,-18.76947211507655,7.309708971657868,-9.725786031548084,8.216319101103961,True,0.9558469884996054,,3.0,GOOD,VV/VH and ROI coverage pass requirements,0.06876973808316933,0.16327282067492632
40.18564540823242,2024-09-01,2.0,0,ASCENDING,85,2,0.9558469884996054,-18.81312098230946,7.02655011008928,-9.844090555050643,7.998158679556161,True,0.9558469884996054,,2.0,GOOD,VV/VH and ROI coverage pass requirements,-0.11830452350255882,-0.043648867232910504
