date,mean_valid_observation_count,missing_data_flag,ndsi_mean,scene_count,snow_area_km2,snow_fraction_valid,valid_area_fraction
2019-04-01,5.374101497120174,0,0.602470298620373,11,3.3229431919985295,0.7329383570939001,0.8687208275264099
2019-05-01,6.043457952196802,0,0.4250649458605821,11,2.9540074449669906,0.5669148383063946,0.998432084708628
2019-06-01,4.482490303060131,0,0.38501540415751995,9,2.638804577455646,0.5212789066915982,0.9699779111770933
2019-07-01,1.5015143731184366,0,0.3724380855885397,8,1.4569723122073892,0.5362093569075351,0.5206449710594069
2019-08-01,2.0303390762901694,0,0.4442163107931816,11,1.5159863452696554,0.585327302487959,0.49627371643776624
2019-09-01,1.7614056271019651,0,0.5047214345336932,8,2.637204083992395,0.6285550667768143,0.8039428469395509
2019-10-01,3.375268192507327,0,0.38343595570579714,11,2.645473033122581,0.5077028222700956,0.998432084708628
2019-11-01,6.6630630259327335,0,0.3318826963698056,11,2.428447367367611,0.4660525988018228,0.998432084708628
2019-12-01,8.3303228138199,0,0.43847571069872915,10,2.82411482772504,0.5419866505909645,0.998432084708628
2020-01-01,6.213885588633823,0,0.687109324671891,8,4.880004703988961,0.9365403199676977,0.998432084708628
2020-02-01,6.20119120933585,0,0.6045082710055404,11,3.9545990902286334,0.7589421982071657,0.998432084708628
2020-03-01,5.165010286492074,0,0.6531599645372806,11,4.4033962854951785,0.8450725801127332,0.998432084708628
2020-04-01,4.404751997391835,0,0.6756518141323509,10,4.505975635967548,0.8647589746022597,0.998432084708628
2020-05-01,3.2048161491164904,0,0.5742107992802501,8,3.130263738092763,0.6888422286288433,0.8707348653085883
2020-06-01,2.378172717367473,0,0.5860901805193455,7,3.358298056143727,0.7397845168066933,0.8698387839930063
2020-07-01,2.0516165074295025,0,0.5429991977249452,8,2.46484933938766,0.7206627424979735,0.6553647465823207
2020-08-01,3.078591791904048,0,0.37306827638274115,10,2.3844522226382954,0.4995893074896088,0.9145348453843555
2020-09-01,2.3483116994660094,0,0.3814469552155643,10,1.948301973843801,0.5107372837406542,0.7309429395968349
2020-10-01,7.534746996151444,0,0.2520960452380574,12,2.0610987416445252,0.39555332260375403,0.998432084708628
2020-11-01,5.362864165201032,0,0.27406957294870404,10,2.252478321571376,0.432281707900897,0.998432084708628
2020-12-01,10.743919318605434,0,0.2402801323164143,11,2.0190333037980617,0.3874803839469315,0.998432084708628
2021-01-01,9.752070574291903,0,0.29070796496281026,11,2.1854211402377257,0.41941250840791,0.998432084708628
2021-02-01,5.523822469439721,0,0.35682933160273317,10,2.6932889341484474,0.5168793542537029,0.998432084708628
2021-03-01,5.908832909165792,0,0.31178785836396017,12,2.5120425078949524,0.4820956611360099,0.998432084708628
2021-04-01,4.474957999355879,0,0.5550384303929549,11,3.854916513066074,0.7398117345347193,0.998432084708628
2021-05-01,2.236068555936024,0,0.557005416482767,5,3.3480015305530078,0.675027582013521,0.9503616361378996
2021-06-01,2.7337744680465996,0,0.5703008176575164,11,2.9945670845042502,0.7029693542468766,0.8162485476391841
2021-07-01,1.6123709365168992,0,0.6336212795080354,7,2.2195410150961474,0.8128827645752196,0.5231907135696326
2021-08-01,1.8278954645877075,0,0.49563460550644745,10,1.9059769667625275,0.6400606260787736,0.5705862520978785
2021-09-01,2.837514154233318,0,0.3874625220927784,11,2.3927315739199146,0.5162948982012616,0.8880162524814017
2021-10-01,5.2355346452804685,0,0.3770642361452901,10,2.6395185464797057,0.506560074022086,0.998432084708628
2021-11-01,9.903917796833365,0,0.3604538383199434,12,2.6351740700577055,0.505726308977756,0.998432084708628
2021-12-01,7.924746787436168,0,0.6679445209683295,12,4.325786445512012,0.8301781796399091,0.998432084708628
2022-01-01,3.4757955023710263,0,0.7310369808457888,12,5.1006646113054,0.9788880045986689,0.998432084708628
2022-02-01,9.78306716853441,0,0.7274028804641094,10,4.949513098343442,0.9498799411028936,0.998432084708628
2022-03-01,11.371610919876838,0,0.5563882605383891,13,3.6809086933229955,0.7064172300077349,0.998432084708628
2022-04-01,8.110950655748995,0,0.34562065769851713,11,2.6189663671008505,0.5026158268708951,0.998432084708628
2022-05-01,2.706028880141772,0,0.41758531209747685,10,2.5194075302043832,0.5925090313991046,0.8147572167751164
2022-06-01,2.080686414300849,0,0.3817026031453985,10,2.6913603576138345,0.516509233773423,0.998432084708628
2022-07-01,3.916429404894618,0,0.3189007867813822,8,2.224474730296889,0.42920178995380487,0.9930948266108619
2022-08-01,3.2753075125606492,0,0.2859707873916237,11,1.980742114463296,0.38097591065394404,0.9962198414209223
2022-09-01,1.081250952755074,0,0.2965081849014486,8,1.155213557309139,0.447271350567768,0.49489830181230543
2022-10-01,8.11735900689579,0,0.4553939620692676,11,3.0575062046482437,0.5867776801247454,0.998432084708628
2022-11-01,11.0,0,0.3785142909665695,11,2.7017056638869326,0.518494640967652,0.998432084708628
2022-12-01,11.079415893165256,0,0.33778358281110066,12,2.499027505544384,0.4795979023826591,0.998432084708628
2023-01-01,8.214463386455332,0,0.31231126652896357,12,2.44992933532583,0.4701752852264242,0.998432084708628
2023-02-01,10.731055060935601,0,0.3214228594123951,11,2.504250892481544,0.4806003424969984,0.998432084708628
2023-03-01,7.455078795295481,0,0.4945027545476775,12,3.4377892307578914,0.6597592464457559,0.998432084708628
2023-04-01,7.03420209079853,0,0.5802235815025831,10,3.9219432706167194,0.752675095283443,0.998432084708628
2023-05-01,5.841301632919501,0,0.5288714765932616,11,3.6730196841209324,0.7049032201551853,0.998432084708628
2023-06-01,5.204470416725114,0,0.4438602491250209,11,2.969021491666545,0.5697962412871165,0.998432084708628
2023-07-01,2.592746103142606,0,0.36238644154729993,7,2.235681592998904,0.48569131840095386,0.882011764518188
2023-08-01,1.2506928574252203,0,0.22642198312955059,4,1.7506896027703964,0.3396737352278782,0.9875792420699147
2023-09-01,3.4483348187150575,0,0.24220896753832735,10,1.8761630439188637,0.36300563379966044,0.9903346608160538
2023-10-01,7.052793336752034,0,0.3598050139923368,11,2.728004397017535,0.5235417311724517,0.998432084708628
2023-11-01,9.361300914304937,0,0.310521032390959,12,2.4924858135127015,0.4783424613082941,0.998432084708628
2023-12-01,9.865655797885417,0,0.3969114244438022,14,2.8637912941399057,0.5496011126264196,0.998432084708628
2024-01-01,11.925769756418692,0,0.3585888476940693,12,2.778763504559796,0.5332831051469575,0.998432084708628
2024-02-01,8.834797378430617,0,0.44556202700088693,10,3.2312029880396276,0.6201124924788719,0.998432084708628
2024-03-01,7.425856280783852,0,0.5192326562161635,11,3.652993802249205,0.701059976766413,0.998432084708628
2024-04-01,9.920739718593683,0,0.3774407407236743,12,2.93976309208027,0.5641811502016767,0.998432084708628
2024-05-01,5.978583700500452,0,0.3465845617407194,12,2.646111545444502,0.5078253616057209,0.998432084708628
2024-06-01,4.260933179148234,0,0.29545439304392845,11,2.1997232685944175,0.42215728442348355,0.998432084708628
2024-07-01,2.1392685613256974,0,0.2124047195338679,4,1.6866178050562222,0.3236852574177649,0.998432084708628
2024-08-01,1.4475520590435453,0,0.24360861761401384,5,1.318105052319574,0.3746124652572602,0.6742059293451291
2024-09-01,2.0890685777587192,0,0.1868360403884347,6,1.6249838825433465,0.3118568562148132,0.998432084708628
2024-10-01,11.12908695526967,0,0.2847773823945538,13,2.22520033365921,0.4270466851751089,0.998432084708628
2024-11-01,10.36629872015272,0,0.20965466213639597,12,1.8468277577852126,0.35443176064719245,0.998432084708628
2024-12-01,11.014986020040347,0,0.20665277225239653,12,1.8183577687483237,0.34896797643807276,0.998432084708628
2025-01-01,10.895055852468408,0,0.20433066881486367,12,1.8229882150150059,0.3498566230462711,0.998432084708628
2025-02-01,5.745748351215468,0,0.22714966233458878,11,1.8206053366495736,0.3493993157684765,0.998432084708628
2025-03-01,11.0640832472713,0,0.5827333798814633,14,3.933042589479459,0.7548052079103093,0.998432084708628
2025-04-01,9.805004463600428,0,0.3469802941855094,14,2.6428830621424035,0.5072057710585466,0.998432084708628
2025-05-01,3.723155198147885,0,0.30424376780344276,14,2.15016824112848,0.44532089521572554,0.9251755283676288
2025-06-01,3.5838748701804235,0,0.46642377295281867,8,3.1004365546908503,0.595016607380771,0.998432084708628
2025-07-01,2.625036954490295,0,0.28386303241050664,10,2.0385503486404706,0.3912259744801932,0.998432084708628
2025-08-01,1.3399975614680466,0,0.33981424109290076,8,1.0450837401520374,0.4976479243905018,0.4023960057778962
2025-09-01,2.7009955847230174,0,0.2922847139071955,11,1.9699769882683236,0.386533715832285,0.9765591167722222
2025-10-01,9.633437875902121,0,0.4079972536496246,13,2.8745037371712456,0.5516569784365501,0.998432084708628
2025-11-01,12.165909347299793,0,0.5608275279605651,14,3.604272454929968,0.691709677130366,0.998432084708628
2025-12-01,14.728095002960288,0,0.3827679214347565,15,2.783508041676838,0.5341936473655051,0.998432084708628
2026-01-01,12.860846892559973,0,0.32770236310979706,13,2.557770324536728,0.49087146087942124,0.998432084708628
2026-02-01,12.031923395686347,0,0.3863194587308245,14,2.8826556534128205,0.5532214437820432,0.998432084708628
2026-03-01,9.083409223787916,0,0.3151474676332766,13,2.397614350079583,0.4601353168260708,0.998432084708628
2026-04-01,8.11909266455679,0,0.5848304763721247,12,3.8801718165727253,0.744658576179701,0.998432084708628
2026-05-01,7.394105141238138,0,0.45066996405183124,14,3.091836534935088,0.5933661447803545,0.998432084708628
2026-06-01,4.629767170612456,0,0.36904264003541226,13,2.550567781174843,0.492475294606638,0.9923781376776428
2026-07-01,1.8862010400872296,0,0.3547604897808307,9,2.293901466505579,0.48475653259696605,0.9067255552076303
2026-08-01,3.6620811961716164,0,0.25950072783475014,9,1.880829094884775,0.36473901406330533,0.9880794840509947
